# SignalP-5.0	Organism: euk	Timestamp: 20260406234044
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
A5I0K3	SP(Sec/SPI)	0.941276	0.058724	CS pos: 24-25. CST-NR. Pr: 0.3142
A5I0K4	OTHER	0.000746	0.999254	
A5I0K5	OTHER	0.000866	0.999134	
A5I0K6	OTHER	0.001355	0.998645	
A5I0K7	OTHER	0.000894	0.999106	
A5I0K8	OTHER	0.000501	0.999499	
A5I0K9	OTHER	0.000656	0.999344	
A5I0L0	OTHER	0.000662	0.999338	
A5I0L2	OTHER	0.053380	0.946620	
A5I0L3	OTHER	0.001111	0.998889	
A5I0L4	OTHER	0.001292	0.998708	
A5I0L5	OTHER	0.000248	0.999752	
A5I0L6	OTHER	0.000241	0.999759	
A5I0L7	SP(Sec/SPI)	0.722348	0.277652	CS pos: 17-18. VEA-SV. Pr: 0.6705
A5I0L8	OTHER	0.004915	0.995085	
A5I0L9	OTHER	0.000572	0.999428	
A5I0M0	OTHER	0.001569	0.998431	
A5I0M1	OTHER	0.000347	0.999653	
A5I0M3	SP(Sec/SPI)	0.898616	0.101384	CS pos: 18-19. VVG-HK. Pr: 0.6567
A5I0M4	OTHER	0.000672	0.999328	
A5I0M5	OTHER	0.051178	0.948822	
A5I0M6	OTHER	0.000153	0.999847	
A5I0M9	OTHER	0.001564	0.998436	
A5I0N1	OTHER	0.000760	0.999240	
A5I0N2	OTHER	0.002371	0.997629	
A5I0N5	OTHER	0.000368	0.999632	
A5I0N6	OTHER	0.001140	0.998860	
A5I0N7	OTHER	0.226458	0.773542	
A5I0N8	OTHER	0.020402	0.979598	
A5I0N9	OTHER	0.000795	0.999205	
A5I0P0	OTHER	0.398605	0.601395	
A5I0P1	OTHER	0.000995	0.999005	
A5I0P2	OTHER	0.003315	0.996685	
A5I0P3	OTHER	0.000705	0.999295	
A5I0P4	OTHER	0.002451	0.997549	
A5I0P5	OTHER	0.000357	0.999643	
A5I0P7	OTHER	0.000561	0.999439	
A5I0P9	OTHER	0.003512	0.996488	
A5I0Q1	OTHER	0.000461	0.999539	
A5I0Q2	OTHER	0.025534	0.974466	
A5I0Q3	OTHER	0.000244	0.999756	
A5I0Q4	OTHER	0.020843	0.979157	
A5I0Q5	OTHER	0.000349	0.999651	
A5I0Q6	OTHER	0.003105	0.996895	
A5I0Q7	OTHER	0.000309	0.999691	
A5I0Q8	OTHER	0.000785	0.999215	
A5I0Q9	OTHER	0.002034	0.997966	
A5I0R0	OTHER	0.001534	0.998466	
A5I0R1	OTHER	0.005657	0.994343	
A5I0R2	OTHER	0.003751	0.996249	
A5I0R3	OTHER	0.016353	0.983647	
A5I0R6	OTHER	0.000482	0.999518	
A5I0R7	OTHER	0.000926	0.999074	
A5I0R8	OTHER	0.000596	0.999404	
A5I0S0	OTHER	0.000760	0.999240	
A5I0S1	OTHER	0.000445	0.999555	
A5I0S3	OTHER	0.004114	0.995886	
A5I0S6	OTHER	0.000413	0.999587	
A5I0S7	OTHER	0.003965	0.996035	
A5I0S8	SP(Sec/SPI)	0.982822	0.017178	CS pos: 24-25. CSS-KE. Pr: 0.5233
A5I0S9	SP(Sec/SPI)	0.818454	0.181546	CS pos: 24-25. TGC-GS. Pr: 0.2466
A5I0T1	OTHER	0.007846	0.992154	
A5I0T2	OTHER	0.000657	0.999343	
A5I0T3	OTHER	0.000439	0.999561	
A5I0T4	OTHER	0.001942	0.998058	
A5I0T5	SP(Sec/SPI)	0.746003	0.253997	CS pos: 24-25. NKG-LN. Pr: 0.3607
A5I0T8	OTHER	0.113531	0.886469	
A5I0T9	OTHER	0.000471	0.999529	
A5I0U0	OTHER	0.000422	0.999578	
A5I0U2	OTHER	0.001096	0.998904	
A5I0U3	OTHER	0.002442	0.997558	
A5I0U4	OTHER	0.001823	0.998177	
A5I0U6	OTHER	0.042270	0.957730	
A5I0U7	OTHER	0.000637	0.999363	
A5I0U8	OTHER	0.005756	0.994244	
A5I0U9	SP(Sec/SPI)	0.990940	0.009060	CS pos: 20-21. VAC-GN. Pr: 0.5675
A5I0V0	OTHER	0.092432	0.907568	
A5I0V1	OTHER	0.021968	0.978032	
A5I0V3	OTHER	0.000780	0.999220	
A5I0V4	OTHER	0.000859	0.999141	
A5I0V5	OTHER	0.000421	0.999579	
A5I0V6	OTHER	0.074304	0.925696	
A5I0V7	OTHER	0.227621	0.772379	
A5I0V8	OTHER	0.000777	0.999223	
A5I0W0	OTHER	0.001697	0.998303	
A5I0W1	OTHER	0.000885	0.999115	
A5I0W3	OTHER	0.002626	0.997374	
A5I0W4	OTHER	0.004346	0.995654	
A5I0W5	OTHER	0.008575	0.991425	
A5I0W9	OTHER	0.000894	0.999106	
A5I0X0	OTHER	0.000372	0.999628	
A5I0X1	OTHER	0.001587	0.998413	
A5I0X2	OTHER	0.004078	0.995922	
A5I0X3	OTHER	0.000284	0.999716	
A5I0X4	OTHER	0.000592	0.999408	
A5I0X6	OTHER	0.001132	0.998868	
A5I0X7	OTHER	0.000159	0.999841	
A5I0X8	OTHER	0.001549	0.998451	
A5I0X9	OTHER	0.000183	0.999817	
A5I0Y1	OTHER	0.000237	0.999763	
A5I0Y2	SP(Sec/SPI)	0.915973	0.084027	CS pos: 25-26. CTS-NE. Pr: 0.5148
A5I0Y3	OTHER	0.029144	0.970856	
A5I0Y4	OTHER	0.000341	0.999659	
A5I0Y5	OTHER	0.000968	0.999032	
A5I0Y6	OTHER	0.000950	0.999050	
A5I0Y7	OTHER	0.001264	0.998736	
A5I0Y8	OTHER	0.000185	0.999815	
A5I0Y9	OTHER	0.012671	0.987329	
A5I0Z0	OTHER	0.001293	0.998707	
A5I0Z1	OTHER	0.006553	0.993447	
A5I0Z2	SP(Sec/SPI)	0.981267	0.018733	CS pos: 23-24. TAC-GG. Pr: 0.3176
A5I0Z3	OTHER	0.000873	0.999127	
A5I0Z4	SP(Sec/SPI)	0.906183	0.093817	CS pos: 23-24. VAC-GS. Pr: 0.4486
A5I0Z5	OTHER	0.000536	0.999464	
A5I0Z7	OTHER	0.002252	0.997748	
A5I0Z8	OTHER	0.000467	0.999533	
A5I0Z9	OTHER	0.000534	0.999466	
A5I100	OTHER	0.001483	0.998517	
A5I101	OTHER	0.000691	0.999309	
A5I102	SP(Sec/SPI)	0.876286	0.123714	CS pos: 23-24. GGC-SK. Pr: 0.2706
A5I103	OTHER	0.010777	0.989223	
A5I104	OTHER	0.000273	0.999727	
A5I105	OTHER	0.034849	0.965151	
A5I107	OTHER	0.042724	0.957276	
A5I108	OTHER	0.000223	0.999777	
A5I111	OTHER	0.000982	0.999018	
A5I113	OTHER	0.001312	0.998688	
A5I114	OTHER	0.000427	0.999573	
A5I115	OTHER	0.000338	0.999662	
A5I116	OTHER	0.011242	0.988758	
A5I117	OTHER	0.000679	0.999321	
A5I119	OTHER	0.000458	0.999542	
A5I120	SP(Sec/SPI)	0.932394	0.067606	CS pos: 27-28. ACA-QK. Pr: 0.4608
A5I122	OTHER	0.003525	0.996475	
A5I124	OTHER	0.000485	0.999515	
A5I125	OTHER	0.004156	0.995844	
A5I126	OTHER	0.001648	0.998352	
A5I127	OTHER	0.006972	0.993028	
A5I128	OTHER	0.000103	0.999897	
A5I129	OTHER	0.001590	0.998410	
A5I131	OTHER	0.001846	0.998154	
A5I132	OTHER	0.191858	0.808142	
A5I134	OTHER	0.000660	0.999340	
A5I135	OTHER	0.000570	0.999430	
A5I136	OTHER	0.000555	0.999445	
A5I137	OTHER	0.000415	0.999585	
A5I138	OTHER	0.000277	0.999723	
A5I139	OTHER	0.012854	0.987146	
A5I142	OTHER	0.000789	0.999211	
A5I143	OTHER	0.000359	0.999641	
A5I144	OTHER	0.005706	0.994294	
A5I145	OTHER	0.009925	0.990075	
A5I146	OTHER	0.002255	0.997745	
A5I147	OTHER	0.271624	0.728376	
A5I148	OTHER	0.001249	0.998751	
A5I149	OTHER	0.001515	0.998485	
A5I153	OTHER	0.000292	0.999708	
A5I154	OTHER	0.001475	0.998525	
A5I155	OTHER	0.001189	0.998811	
A5I156	OTHER	0.000159	0.999841	
A5I157	OTHER	0.000670	0.999330	
A5I158	OTHER	0.001318	0.998682	
A5I159	OTHER	0.000101	0.999899	
A5I160	OTHER	0.436952	0.563048	
A5I161	SP(Sec/SPI)	0.998568	0.001432	CS pos: 24-25. AHA-ES. Pr: 0.7233
A5I162	OTHER	0.000414	0.999586	
A5I163	OTHER	0.002656	0.997344	
A5I164	OTHER	0.049952	0.950048	
A5I165	SP(Sec/SPI)	0.981312	0.018688	CS pos: 21-22. ATA-CG. Pr: 0.4258
A5I166	OTHER	0.002053	0.997947	
A5I167	OTHER	0.000916	0.999084	
A5I168	OTHER	0.000709	0.999291	
A5I169	OTHER	0.001188	0.998812	
A5I170	SP(Sec/SPI)	0.585899	0.414101	CS pos: 20-21. SFA-AL. Pr: 0.4592
A5I171	OTHER	0.000767	0.999233	
A5I172	OTHER	0.000280	0.999720	
A5I174	OTHER	0.000668	0.999332	
A5I175	OTHER	0.008184	0.991816	
A5I176	OTHER	0.000118	0.999882	
A5I177	OTHER	0.000816	0.999184	
A5I178	OTHER	0.000489	0.999511	
A5I179	SP(Sec/SPI)	0.742491	0.257509	CS pos: 21-22. LFS-LK. Pr: 0.1908
A5I180	OTHER	0.000828	0.999172	
A5I181	OTHER	0.000404	0.999596	
A5I182	OTHER	0.001226	0.998774	
A5I183	OTHER	0.000928	0.999072	
A5I184	OTHER	0.022741	0.977259	
A5I185	OTHER	0.000566	0.999434	
A5I186	OTHER	0.000657	0.999343	
A5I187	OTHER	0.003231	0.996769	
A5I188	OTHER	0.004238	0.995762	
A5I189	OTHER	0.066294	0.933706	
A5I190	OTHER	0.000555	0.999445	
A5I191	SP(Sec/SPI)	0.967040	0.032960	CS pos: 20-21. ATA-CT. Pr: 0.3333
A5I192	OTHER	0.001067	0.998933	
A5I193	OTHER	0.000522	0.999478	
A5I195	OTHER	0.000798	0.999202	
A5I196	OTHER	0.000727	0.999273	
A5I197	OTHER	0.004099	0.995901	
A5I1A1	OTHER	0.002629	0.997371	
A5I1A2	OTHER	0.000508	0.999492	
A5I1A3	OTHER	0.000890	0.999110	
A5I1A8	OTHER	0.000936	0.999064	
A5I1A9	OTHER	0.000718	0.999282	
A5I1B0	OTHER	0.107357	0.892643	
A5I1B1	OTHER	0.003427	0.996573	
A5I1B2	OTHER	0.026624	0.973376	
A5I1B3	SP(Sec/SPI)	0.582535	0.417465	CS pos: 24-25. LSA-SY. Pr: 0.2854
A5I1B4	OTHER	0.328352	0.671648	
A5I1B5	OTHER	0.002440	0.997560	
A5I1B6	OTHER	0.117363	0.882637	
A5I1B7	OTHER	0.000386	0.999614	
A5I1B8	SP(Sec/SPI)	0.831879	0.168121	CS pos: 29-30. SNS-KE. Pr: 0.4360
A5I1B9	OTHER	0.000418	0.999582	
A5I1C0	OTHER	0.013893	0.986107	
A5I1C1	OTHER	0.002945	0.997055	
A5I1C2	OTHER	0.000435	0.999565	
A5I1C3	OTHER	0.000322	0.999678	
A5I1C4	OTHER	0.000954	0.999046	
A5I1C5	OTHER	0.001323	0.998677	
A5I1C8	OTHER	0.000359	0.999641	
A5I1D1	OTHER	0.006793	0.993207	
A5I1D2	OTHER	0.006078	0.993922	
A5I1D3	SP(Sec/SPI)	0.993934	0.006066	CS pos: 25-26. VKA-AD. Pr: 0.4254
A5I1D4	OTHER	0.005348	0.994652	
A5I1D5	SP(Sec/SPI)	0.987792	0.012208	CS pos: 22-23. ISG-QN. Pr: 0.6920
A5I1D6	SP(Sec/SPI)	0.909785	0.090215	CS pos: 28-29. VHG-EI. Pr: 0.8642
A5I1D7	OTHER	0.000807	0.999193	
A5I1E1	OTHER	0.003950	0.996050	
A5I1E2	OTHER	0.000820	0.999180	
A5I1E3	OTHER	0.000492	0.999508	
A5I1E4	OTHER	0.000179	0.999821	
A5I1E5	OTHER	0.000837	0.999163	
A5I1E6	OTHER	0.002309	0.997691	
A5I1E7	OTHER	0.001012	0.998988	
A5I1E8	OTHER	0.004085	0.995915	
A5I1E9	OTHER	0.001080	0.998920	
A5I1F0	OTHER	0.000570	0.999430	
A5I1F1	SP(Sec/SPI)	0.756189	0.243811	CS pos: 20-21. VCI-YR. Pr: 0.1183
A5I1F2	OTHER	0.002507	0.997493	
A5I1F3	OTHER	0.001262	0.998738	
A5I1F5	OTHER	0.059736	0.940264	
A5I1F7	OTHER	0.194282	0.805718	
A5I1F8	OTHER	0.000560	0.999440	
A5I1F9	SP(Sec/SPI)	0.992839	0.007161	CS pos: 26-27. VFA-AD. Pr: 0.9550
A5I1G0	OTHER	0.000763	0.999237	
A5I1G1	SP(Sec/SPI)	0.959235	0.040765	CS pos: 22-23. VAG-AK. Pr: 0.5118
A5I1G3	OTHER	0.001770	0.998230	
A5I1G4	OTHER	0.002707	0.997293	
A5I1G5	OTHER	0.002470	0.997530	
A5I1G7	OTHER	0.004122	0.995878	
A5I1G8	OTHER	0.159161	0.840839	
A5I1G9	OTHER	0.074597	0.925403	
A5I1H0	OTHER	0.000959	0.999041	
A5I1H1	OTHER	0.018528	0.981472	
A5I1H2	SP(Sec/SPI)	0.886016	0.113984	CS pos: 23-24. VSC-NL. Pr: 0.6988
A5I1H3	SP(Sec/SPI)	0.536409	0.463591	CS pos: 26-27. IGA-AS. Pr: 0.3119
A5I1H4	OTHER	0.000291	0.999709	
A5I1H5	OTHER	0.001385	0.998615	
A5I1H6	OTHER	0.000688	0.999312	
A5I1H7	OTHER	0.001303	0.998697	
A5I1I0	OTHER	0.000878	0.999122	
A5I1I1	OTHER	0.000365	0.999635	
A5I1I2	OTHER	0.000492	0.999508	
A5I1I3	OTHER	0.000469	0.999531	
A5I1I4	SP(Sec/SPI)	0.748105	0.251895	CS pos: 19-20. ILG-QI. Pr: 0.3089
A5I1I5	OTHER	0.000762	0.999238	
A5I1I6	OTHER	0.000384	0.999616	
A5I1I7	OTHER	0.000513	0.999487	
A5I1I8	OTHER	0.009764	0.990236	
A5I1I9	SP(Sec/SPI)	0.726654	0.273346	CS pos: 28-29. TGC-SN. Pr: 0.2997
A5I1J0	OTHER	0.462857	0.537143	
A5I1J1	SP(Sec/SPI)	0.812072	0.187928	CS pos: 23-24. VFA-PI. Pr: 0.5782
A5I1J2	OTHER	0.000928	0.999072	
A5I1J3	OTHER	0.000386	0.999614	
A5I1J4	SP(Sec/SPI)	0.831462	0.168538	CS pos: 21-22. VYS-CT. Pr: 0.3332
A5I1J5	OTHER	0.043804	0.956196	
A5I1J6	OTHER	0.001323	0.998677	
A5I1J7	SP(Sec/SPI)	0.993528	0.006472	CS pos: 22-23. CSA-QN. Pr: 0.8564
A5I1J8	OTHER	0.003283	0.996717	
A5I1J9	OTHER	0.000375	0.999625	
A5I1K0	OTHER	0.000335	0.999665	
A5I1K1	SP(Sec/SPI)	0.771890	0.228110	CS pos: 24-25. VGC-SK. Pr: 0.3822
A5I1K2	OTHER	0.009228	0.990772	
A5I1K3	OTHER	0.001331	0.998669	
A5I1K4	OTHER	0.000294	0.999706	
A5I1K5	OTHER	0.000444	0.999556	
A5I1K6	OTHER	0.001252	0.998748	
A5I1K8	OTHER	0.000358	0.999642	
A5I1K9	OTHER	0.000615	0.999385	
A5I1L2	OTHER	0.000407	0.999593	
A5I1L3	OTHER	0.001958	0.998042	
A5I1L4	OTHER	0.001259	0.998741	
A5I1L5	OTHER	0.014863	0.985137	
A5I1L6	OTHER	0.000689	0.999311	
A5I1L7	OTHER	0.000243	0.999757	
A5I1L8	OTHER	0.000837	0.999163	
A5I1M0	OTHER	0.134776	0.865224	
A5I1M3	OTHER	0.000938	0.999062	
A5I1M4	OTHER	0.000625	0.999375	
A5I1M5	SP(Sec/SPI)	0.618940	0.381060	CS pos: 20-21. GSG-VF. Pr: 0.3455
A5I1M8	OTHER	0.000403	0.999597	
A5I1M9	OTHER	0.000225	0.999775	
A5I1N0	OTHER	0.001512	0.998488	
A5I1N1	OTHER	0.002067	0.997933	
A5I1N2	OTHER	0.001162	0.998838	
A5I1N3	OTHER	0.000328	0.999672	
A5I1N4	OTHER	0.000453	0.999547	
A5I1N5	OTHER	0.001561	0.998439	
A5I1N7	OTHER	0.000254	0.999746	
A5I1N8	OTHER	0.007791	0.992209	
A5I1N9	OTHER	0.000554	0.999446	
A5I1P0	OTHER	0.000774	0.999226	
A5I1P1	OTHER	0.021520	0.978480	
A5I1P3	SP(Sec/SPI)	0.918913	0.081087	CS pos: 24-25. IGC-GQ. Pr: 0.3306
A5I1P4	OTHER	0.000330	0.999670	
A5I1P5	OTHER	0.139287	0.860713	
A5I1P7	OTHER	0.000320	0.999680	
A5I1P8	OTHER	0.367120	0.632880	
A5I1P9	OTHER	0.000446	0.999554	
A5I1Q0	OTHER	0.009110	0.990890	
A5I1Q1	OTHER	0.000794	0.999206	
A5I1Q2	OTHER	0.000911	0.999089	
A5I1Q3	OTHER	0.001243	0.998757	
A5I1Q4	OTHER	0.010006	0.989994	
A5I1Q5	OTHER	0.005811	0.994189	
A5I1Q6	OTHER	0.003172	0.996828	
A5I1Q7	OTHER	0.000355	0.999645	
A5I1Q8	OTHER	0.046206	0.953794	
A5I1Q9	OTHER	0.000433	0.999567	
A5I1R0	OTHER	0.000509	0.999491	
A5I1R1	OTHER	0.000305	0.999695	
A5I1R2	SP(Sec/SPI)	0.987279	0.012721	CS pos: 22-23. CTS-KE. Pr: 0.7096
A5I1R4	OTHER	0.053630	0.946370	
A5I1R5	OTHER	0.022540	0.977460	
A5I1R6	OTHER	0.000960	0.999040	
A5I1R7	OTHER	0.000421	0.999579	
A5I1R8	OTHER	0.000514	0.999486	
A5I1S9	OTHER	0.000666	0.999334	
A5I1T0	OTHER	0.000603	0.999397	
A5I1T4	OTHER	0.001628	0.998372	
A5I1T5	OTHER	0.005061	0.994939	
A5I1U1	OTHER	0.373059	0.626941	
A5I1U2	OTHER	0.311313	0.688687	
A5I1U3	OTHER	0.104706	0.895294	
A5I1U6	OTHER	0.149759	0.850241	
A5I1U7	OTHER	0.000322	0.999678	
A5I1U8	OTHER	0.000565	0.999435	
A5I1V1	OTHER	0.000504	0.999496	
A5I1V3	OTHER	0.000135	0.999865	
A5I1V9	OTHER	0.039348	0.960652	
A5I1W0	OTHER	0.000265	0.999735	
A5I1W3	OTHER	0.001366	0.998634	
A5I1W4	OTHER	0.207675	0.792325	
A5I1W5	OTHER	0.001454	0.998546	
A5I1W6	OTHER	0.002377	0.997623	
A5I1W7	OTHER	0.001259	0.998741	
A5I1W8	OTHER	0.001823	0.998177	
A5I1W9	OTHER	0.000437	0.999563	
A5I1X0	OTHER	0.003149	0.996851	
A5I1X1	OTHER	0.000479	0.999521	
A5I1X2	OTHER	0.000633	0.999367	
A5I1X4	OTHER	0.000937	0.999063	
A5I1X5	OTHER	0.010804	0.989196	
A5I1X6	OTHER	0.001055	0.998945	
A5I1X7	OTHER	0.000805	0.999195	
A5I1X8	OTHER	0.000764	0.999236	
A5I1X9	SP(Sec/SPI)	0.976192	0.023808	CS pos: 22-23. VAC-GN. Pr: 0.4750
A5I1Y0	OTHER	0.001320	0.998680	
A5I1Y1	OTHER	0.001105	0.998895	
A5I1Y3	OTHER	0.000635	0.999365	
A5I1Y5	OTHER	0.000451	0.999549	
A5I1Y6	OTHER	0.002220	0.997780	
A5I1Y7	OTHER	0.000352	0.999648	
A5I1Y8	OTHER	0.000855	0.999145	
A5I1Z0	OTHER	0.000894	0.999106	
A5I1Z1	OTHER	0.000924	0.999076	
A5I1Z2	OTHER	0.000722	0.999278	
A5I1Z3	OTHER	0.023823	0.976177	
A5I1Z4	OTHER	0.007980	0.992020	
A5I1Z5	SP(Sec/SPI)	0.964248	0.035752	CS pos: 22-23. AAC-GS. Pr: 0.4280
A5I1Z7	OTHER	0.000381	0.999619	
A5I1Z8	OTHER	0.000806	0.999194	
A5I1Z9	OTHER	0.086235	0.913765	
A5I200	OTHER	0.004750	0.995250	
A5I201	OTHER	0.000412	0.999588	
A5I202	OTHER	0.006033	0.993967	
A5I204	OTHER	0.007597	0.992403	
A5I205	OTHER	0.000586	0.999414	
A5I206	OTHER	0.000237	0.999763	
A5I207	OTHER	0.007067	0.992933	
A5I208	OTHER	0.000422	0.999578	
A5I210	OTHER	0.000280	0.999720	
A5I211	OTHER	0.003823	0.996177	
A5I212	OTHER	0.001190	0.998810	
A5I213	OTHER	0.001616	0.998384	
A5I214	OTHER	0.121961	0.878039	
A5I215	OTHER	0.021132	0.978868	
A5I216	OTHER	0.003703	0.996297	
A5I217	OTHER	0.000382	0.999618	
A5I218	OTHER	0.000502	0.999498	
A5I219	OTHER	0.000741	0.999259	
A5I220	OTHER	0.000679	0.999321	
A5I222	OTHER	0.000615	0.999385	
A5I223	OTHER	0.000725	0.999275	
A5I224	OTHER	0.000514	0.999486	
A5I225	OTHER	0.000683	0.999317	
A5I226	SP(Sec/SPI)	0.919514	0.080486	CS pos: 21-22. ISA-SE. Pr: 0.8698
A5I227	OTHER	0.087231	0.912769	
A5I228	OTHER	0.001220	0.998780	
A5I233	OTHER	0.000445	0.999555	
A5I234	OTHER	0.210280	0.789720	
A5I235	OTHER	0.001629	0.998371	
A5I236	OTHER	0.000654	0.999346	
A5I249	OTHER	0.000442	0.999558	
A5I250	OTHER	0.000579	0.999421	
A5I251	OTHER	0.003113	0.996887	
A5I252	OTHER	0.003770	0.996230	
A5I253	OTHER	0.002638	0.997362	
A5I254	OTHER	0.009515	0.990485	
A5I255	OTHER	0.106321	0.893679	
A5I256	OTHER	0.000419	0.999581	
A5I257	OTHER	0.001806	0.998194	
A5I258	OTHER	0.001447	0.998553	
A5I262	OTHER	0.033115	0.966885	
A5I263	OTHER	0.001288	0.998712	
A5I264	OTHER	0.000340	0.999660	
A5I267	OTHER	0.000855	0.999145	
A5I268	OTHER	0.002452	0.997548	
A5I269	OTHER	0.000194	0.999806	
A5I270	OTHER	0.000301	0.999699	
A5I271	OTHER	0.000535	0.999465	
A5I272	OTHER	0.000558	0.999442	
A5I273	OTHER	0.000566	0.999434	
A5I274	OTHER	0.000951	0.999049	
A5I275	OTHER	0.001406	0.998594	
A5I277	OTHER	0.037069	0.962931	
A5I278	OTHER	0.001295	0.998705	
A5I279	OTHER	0.234583	0.765417	
A5I280	OTHER	0.000440	0.999560	
A5I281	OTHER	0.001597	0.998403	
A5I282	OTHER	0.001214	0.998786	
A5I285	OTHER	0.015675	0.984325	
A5I286	OTHER	0.002219	0.997781	
A5I287	OTHER	0.000416	0.999584	
A5I288	OTHER	0.001703	0.998297	
A5I289	OTHER	0.000891	0.999109	
A5I292	OTHER	0.000406	0.999594	
A5I294	OTHER	0.000555	0.999445	
A5I295	OTHER	0.000387	0.999613	
A5I296	OTHER	0.000363	0.999637	
A5I297	OTHER	0.006329	0.993671	
A5I298	OTHER	0.001000	0.999000	
A5I299	OTHER	0.000897	0.999103	
A5I2A1	OTHER	0.002438	0.997562	
A5I2A2	OTHER	0.002330	0.997670	
A5I2B2	OTHER	0.000737	0.999263	
A5I2B3	OTHER	0.000360	0.999640	
A5I2B4	OTHER	0.001302	0.998698	
A5I2B5	OTHER	0.001171	0.998829	
A5I2B6	OTHER	0.000441	0.999559	
A5I2B7	OTHER	0.001398	0.998602	
A5I2B8	SP(Sec/SPI)	0.953865	0.046135	CS pos: 27-28. AYG-AH. Pr: 0.5179
A5I2B9	OTHER	0.000498	0.999502	
A5I2C1	OTHER	0.001742	0.998258	
A5I2C2	SP(Sec/SPI)	0.999720	0.000280	CS pos: 23-24. AHA-AF. Pr: 0.8984
A5I2C3	OTHER	0.266962	0.733038	
A5I2C4	OTHER	0.174805	0.825195	
A5I2C6	OTHER	0.001425	0.998575	
A5I2C7	OTHER	0.000228	0.999772	
A5I2C9	OTHER	0.000698	0.999302	
A5I2D0	OTHER	0.001530	0.998470	
A5I2D1	OTHER	0.000525	0.999475	
A5I2D2	OTHER	0.001403	0.998597	
A5I2D3	OTHER	0.128900	0.871100	
A5I2D4	OTHER	0.409548	0.590452	
A5I2D5	OTHER	0.000544	0.999456	
A5I2D6	OTHER	0.029987	0.970013	
A5I2D7	OTHER	0.001011	0.998989	
A5I2D8	OTHER	0.002801	0.997199	
A5I2D9	OTHER	0.000495	0.999505	
A5I2E0	OTHER	0.002063	0.997937	
A5I2E1	OTHER	0.006884	0.993116	
A5I2E2	OTHER	0.002910	0.997090	
A5I2E3	SP(Sec/SPI)	0.916942	0.083058	CS pos: 28-29. CKG-GK. Pr: 0.5971
A5I2E4	OTHER	0.069327	0.930673	
A5I2E5	OTHER	0.034032	0.965968	
A5I2E6	OTHER	0.000380	0.999620	
A5I2E7	OTHER	0.000631	0.999369	
A5I2E8	OTHER	0.000316	0.999684	
A5I2E9	OTHER	0.000339	0.999661	
A5I2F0	OTHER	0.099275	0.900725	
A5I2F1	OTHER	0.000717	0.999283	
A5I2F2	OTHER	0.000527	0.999473	
A5I2F3	OTHER	0.000672	0.999328	
A5I2F4	OTHER	0.000392	0.999608	
A5I2F5	OTHER	0.000305	0.999695	
A5I2F6	OTHER	0.000674	0.999326	
A5I2F7	OTHER	0.001399	0.998601	
A5I2F8	OTHER	0.000909	0.999091	
A5I2F9	OTHER	0.000835	0.999165	
A5I2G0	OTHER	0.001534	0.998466	
A5I2G1	OTHER	0.000860	0.999140	
A5I2G2	OTHER	0.000437	0.999563	
A5I2G3	OTHER	0.001032	0.998968	
A5I2G4	OTHER	0.001244	0.998756	
A5I2G5	OTHER	0.000594	0.999406	
A5I2G6	OTHER	0.000509	0.999491	
A5I2G7	OTHER	0.014043	0.985957	
A5I2G8	OTHER	0.007863	0.992137	
A5I2G9	OTHER	0.000563	0.999437	
A5I2H0	OTHER	0.000213	0.999787	
A5I2H1	OTHER	0.003140	0.996860	
A5I2H2	OTHER	0.000761	0.999239	
A5I2H3	OTHER	0.003841	0.996159	
A5I2H4	OTHER	0.001591	0.998409	
A5I2H5	OTHER	0.000682	0.999318	
A5I2H6	OTHER	0.000816	0.999184	
A5I2H7	OTHER	0.001273	0.998727	
A5I2H8	OTHER	0.000923	0.999077	
A5I2H9	OTHER	0.004770	0.995230	
A5I2I0	OTHER	0.001263	0.998737	
A5I2I1	OTHER	0.000425	0.999575	
A5I2I2	OTHER	0.001017	0.998983	
A5I2I3	OTHER	0.000818	0.999182	
A5I2I4	OTHER	0.000519	0.999481	
A5I2I5	OTHER	0.001443	0.998557	
A5I2I6	OTHER	0.001242	0.998758	
A5I2I7	OTHER	0.000611	0.999389	
A5I2I8	OTHER	0.022446	0.977554	
A5I2I9	OTHER	0.005045	0.994955	
A5I2J0	OTHER	0.000499	0.999501	
A5I2J1	OTHER	0.000786	0.999214	
A5I2J2	OTHER	0.000649	0.999351	
A5I2J3	OTHER	0.000525	0.999475	
A5I2J4	OTHER	0.000540	0.999460	
A5I2J5	OTHER	0.000942	0.999058	
A5I2J6	OTHER	0.015109	0.984891	
A5I2J7	OTHER	0.000487	0.999513	
A5I2J8	OTHER	0.000243	0.999757	
A5I2J9	OTHER	0.000176	0.999824	
A5I2K0	OTHER	0.002441	0.997559	
A5I2K1	OTHER	0.000447	0.999553	
A5I2K2	OTHER	0.001539	0.998461	
A5I2K3	OTHER	0.000356	0.999644	
A5I2K4	OTHER	0.001902	0.998098	
A5I2K5	OTHER	0.000250	0.999750	
A5I2K6	SP(Sec/SPI)	0.994348	0.005652	CS pos: 20-21. SGC-RQ. Pr: 0.4854
A5I2K7	OTHER	0.000693	0.999307	
A5I2K8	OTHER	0.002068	0.997932	
A5I2K9	OTHER	0.000900	0.999100	
A5I2L0	OTHER	0.001562	0.998438	
A5I2L1	OTHER	0.000800	0.999200	
A5I2L2	OTHER	0.000357	0.999643	
A5I2L3	OTHER	0.000309	0.999691	
