SEQENCE ID                     TM SP PREDICTION
A5I299                          0  0 i
A5I2A1                          0  0 o
A5I2A2                          0  0 o
A5I2B2                          0  0 o
A5I2B3                          0  0 o
A5I2B4                          0  0 o
A5I2B5                          0  0 i
A5I2B6                          0  0 i
A5I2B7                          0  0 o
A5I2B8                          0  Y n12-22c30/31o
A5I2B9                          0  0 i
A5I2C1                          0  0 o
A5I2C2                          0  Y n4-15c23/24o
A5I2C3                          0  0 o
A5I2C4                          1  0 i12-30o
A5I2C6                          0  0 o
A5I2C7                          0  0 o
A5I2C9                          0  0 o
A5I2D0                         12  0 o22-42i54-78o98-119i140-167o173-190i197-214o244-264i285-305o317-338i345-364o376-402i414-432o
A5I2D1                          5  0 i24-45o65-88i120-146o166-187i223-247o
A5I2D2                          0  0 o
A5I2D3                          0  0 o
A5I2D4                          1  Y n8-18c25/26o283-306i
A5I2D5                          0  0 o
A5I2D6                          0  0 o
A5I2D7                          0  0 o
A5I2D8                          0  0 o
A5I2D9                          0  0 o
A5I2E0                          0  0 i
A5I2E1                          0  0 o
A5I2E2                          0  0 o
A5I2E3                          0  Y n10-23c28/29o
A5I2E4                          6  0 i7-25o102-124i136-161o189-212i251-273o293-316i
A5I2E5                          6  0 i20-40o76-104i116-134o140-156i191-209o247-267i
A5I2E6                          1  0 o246-265i
A5I2E7                          0  0 o
A5I2E8                          0  0 i
A5I2E9                          0  0 o
A5I2F0                          1  0 o12-30i
A5I2F1                          0  0 o
A5I2F2                          0  0 o
A5I2F3                          0  0 o
A5I2F4                          0  0 o
A5I2F5                          0  0 o
A5I2F6                          0  0 i
A5I2F7                          0  0 o
A5I2F8                          0  0 o
A5I2F9                          0  0 o
A5I2G0                          0  0 o
A5I2G1                          0  0 o
A5I2G2                          0  0 o
A5I2G3                          0  0 o
A5I2G4                          0  0 i
A5I2G5                          0  0 o
A5I2G6                          0  0 o
A5I2G7                          0  0 o
A5I2G8                          0  0 o
A5I2G9                          0  0 o
A5I2H0                          0  0 o
A5I2H1                          0  0 o
A5I2H2                          0  0 o
A5I2H3                          0  0 o
A5I2H4                          0  0 i
A5I2H5                          0  0 o
A5I2H6                          0  0 o
A5I2H7                          0  0 o
A5I2H8                          0  0 o
A5I2H9                          0  0 o
A5I2I0                          0  0 i
A5I2I1                          0  0 o
A5I2I2                          0  0 o
A5I2I3                          0  0 i
A5I2I4                          0  0 i
A5I2I5                          0  0 o
A5I2I6                          0  0 o
A5I2I7                          0  0 o
A5I2I8                          2  0 o6-23i30-49o
A5I2I9                          0  0 o
A5I2J0                          1  0 o6-26i
A5I2J1                          0  0 i
A5I2J2                          0  0 o
A5I2J3                          0  0 o
A5I2J4                          0  0 i
A5I2J5                          0  0 o
A5I2J6                          2  0 o6-25i45-68o
A5I2J7                          0  0 o
A5I2J8                          0  0 o
A5I2J9                          0  0 i
A5I2K0                          0  0 i
A5I2K1                          0  0 o
A5I2K2                          0  0 o
A5I2K3                          0  0 o
A5I2K4                          0  0 o
A5I2K5                          0  0 o
A5I2K6                          0  Y n4-15c22/23o
A5I2K7                          5  0 o349-372i379-398o404-428i440-465o471-490i
A5I2K8                          0  0 o
A5I2K9                          0  0 o
A5I2L0                          0  0 o
A5I2L1                          0  0 o
A5I2L2                          0  0 o
A5I2L3                          0  0 o
A5I2L4                          0  0 o
A5I2L5                          0  0 o
A5I2L6                          0  0 o
A5I2L7                          0  0 i
A5I2L8                          6  0 o6-26i38-59o79-105i117-134o140-156i193-215o
A5I2L9                          1  0 o53-71i
A5I2M0                          2  0 i12-30o36-53i
A5I2M1                          0  0 o
A5I2M2                          0  Y n4-15c23/24o
A5I2M4                          0  Y n8-18c23/24o
A5I2M5                          1  0 o6-24i
A5I2M6                          0  0 o
A5I2M7                          0  Y n7-18c26/27o
A5I2M8                          0  0 o
A5I2M9                          0  0 o
A5I2N0                          0  Y n10-21c26/27o
A5I2N1                          0  0 o
A5I2N2                          0  0 i
A5I2N3                         11  Y n11-21c39/40o49-68i80-98o104-124i136-155o167-186i222-244o256-276i283-303o309-333i345-368o374-390i
A5I2N4                          0  0 o
A5I2N6                         12  0 i25-43o55-75i82-101o107-127i148-167o187-207i247-264o295-313i329-349o361-383i395-415o427-447i
A5I2N7                          0  0 i
A5I2N8                          0  0 o
A5I2N9                          0  0 o
A5I2P0                          0  0 i
A5I2P1                          0  0 o
A5I2P2                          0  Y n10-21c29/30o
A5I2P3                          0  0 o
A5I2P4                          0  0 o
A5I2P5                          2  0 o12-32i286-305o
A5I2P6                          0  0 o
A5I2P7                          0  0 o
A5I2P8                          0  0 o
A5I2P9                          0  0 o
A5I2Q0                          0  0 o
A5I2Q1                          0  0 o
A5I2Q3                          0  Y n17-28c36/37o
A5I2Q4                          0  Y n5-16c24/25o
A5I2Q5                          1  0 i7-30o
A5I2Q7                          0  0 i
A5I2Q8                          0  0 o
A5I2Q9                          0  0 o
A5I2R0                         11  0 i14-34o40-71i92-115o135-166i213-232o238-259i319-340o346-361i373-391o397-418i430-451o
A5I2R1                          0  0 o
A5I2R2                          0  0 o
A5I2R4                          1  Y n6-13c18/19o28-50i
A5I2R6                          0  0 o
A5I2R8                          0  0 o
A5I2S4                          0  0 o
A5I2S5                          0  0 o
A5I2S7                          0  0 o
A5I2S8                          0  0 o
A5I2T2                          0  Y n4-12c20/21o
A5I2T4                          1  0 o241-261i
A5I2T6                          0  0 o
A5I2T7                          0  0 o
A5I2T8                          6  0 o12-32i295-322o342-361i368-387o393-414i426-445o
A5I2T9                          0  0 i
A5I2U0                          1  Y n16-26c33/34o292-315i
A5I2U1                          6  0 o16-43i63-87o93-113i133-158o164-186i207-226o
A5I2U3                          0  0 o
A5I2U4                          3  0 o6-26i47-66o72-89i
A5I2U5                          1  0 i21-39o
A5I2U6                         13  0 o6-24i31-51o57-75i95-118o124-143i155-175o187-204i225-240o246-263i275-293o305-328i340-361o367-385i
A5I2U7                          0  0 o
A5I2U8                          0  0 o
A5I2U9                          0  Y n5-16c24/25o
A5I2V0                          0  0 o
A5I2V1                          2  0 i7-33o39-57i
A5I2V2                          0  0 o
A5I2V3                          0  0 o
A5I2V4                          0  0 o
A5I2V5                          0  0 o
A5I2V6                          0  0 o
A5I2V7                          0  0 o
A5I2V9                          0  0 i
A5I2W0                          0  0 o
A5I2W1                          0  0 o
A5I2W2                          0  0 o
A5I2W5                          7  0 o31-52i64-82o88-109i121-147o153-170i177-200o212-232i
A5I2W6                          2  0 i35-52o64-86i
A5I2W7                          1  0 o6-23i
A5I2W8                          1  0 o6-23i
A5I2W9                          0  0 o
A5I2X0                          0  0 o
A5I2X1                          0  0 o
A5I2X2                          0  0 o
A5I2X3                         11  Y n2-13c17/18o27-45i84-104o116-137i149-175o187-208i220-237o243-262i274-294o300-320i332-350o362-384i
A5I2X4                          0  Y n7-16c21/22o
A5I2X5                          8  0 i7-26o38-60i72-94o167-186i234-259o265-284i289-308o320-353i
A5I2X7                          3  0 o6-26i94-112o144-164i
A5I2X8                          0  0 o
A5I2Y1                          0  0 o
A5I2Y3                          0  0 o
A5I2Y4                          1  0 i7-28o
A5I2Y5                          0  0 i
A5I2Y9                          1  0 i12-30o
A5I2Z0                          5  0 o17-36i79-101o107-126i138-158o170-194i
A5I2Z2                         12  0 i12-30o42-65i86-113o125-150i162-187o214-238i250-273o318-343i368-387o399-421i441-460o472-492i
A5I2Z3                          0  Y n7-20c27/28o
A5I2Z4                          0  0 o
A5I2Z5                          1  0 i239-259o
A5I2Z7                          0  Y n8-19c23/24o
A5I304                          0  0 o
A5I306                          2  0 i20-39o51-76i
A5I311                          0  0 o
A5I312                          0  Y n7-18c23/24o
A5I313                          1  0 i21-40o
A5I314                          2  0 o6-25i37-55o
A5I315                          7  Y n8-19c24/25o93-116i128-146o166-186i198-217o237-255i307-330o356-378i
A5I316                          3  Y n6-17c21/22o31-53i65-82o102-124i
A5I317                          2  0 o6-24i31-52o
A5I318                          1  Y n4-15c22/23o155-171i
A5I319                          0  0 o
A5I320                          0  0 o
A5I324                          1  0 o6-24i
A5I325                          1  0 o23-42i
A5I326                          0  0 o
A5I327                          0  Y n4-15c20/21o
A5I328                          1  0 i7-27o
A5I329                          0  Y n4-15c21/22o
A5I330                          1  0 i12-31o
A5I331                          1  0 i12-34o
A5I332                          3  0 i162-192o212-235i365-387o
A5I333                          0  0 o
A5I334                          1  0 i21-39o
A5I335                          1  0 o6-24i
A5I339                          0  0 o
A5I340                          0  0 o
A5I342                          0  0 o
A5I343                          2  0 i9-28o188-208i
A5I344                          0  Y n10-25c30/31o
A5I345                          1  0 i21-40o
A5I349                          0  0 o
A5I352                          6  0 i20-39o59-81i111-137o157-182i189-212o232-252i
A5I353                          5  0 o42-60i81-112o139-161i168-192o234-256i
A5I354                          0  0 o
A5I357                          0  0 o
A5I358                          0  0 o
A5I359                          0  0 o
A5I360                          0  0 o
A5I361                          1  0 o20-40i
A5I362                          0  0 o
A5I363                          0  0 o
A5I369                          0  0 o
A5I370                          4  0 o20-48i60-77o89-116i196-217o
A5I371                          0  Y n4-15c20/21o
A5I373                          0  0 o
A5I374                          6  0 o6-24i45-70o82-104i130-150o156-176i188-206o
A5I375                          0  0 o
A5I376                          3  Y n18-29c37/38o322-343i363-384o455-477i
A5I377                          5  0 i20-42o68-89i144-162o168-187i255-276o
A5I378                          6  0 i12-32o52-76i129-149o155-174i238-258o278-296i
A5I379                          0  0 o
A5I380                          0  0 o
A5I381                          0  0 o
A5I382                          0  Y n6-17c22/23o
A5I383                          0  Y n9-21c30/31o
A5I384                          0  0 o
A5I385                          0  0 o
A5I386                          0  0 o
A5I387                          8  0 i12-31o43-68i80-102o145-163i183-200o220-239i327-347o353-376i
A5I388                          0  0 o
A5I389                          0  0 o
A5I390                          1  0 o6-23i
A5I391                          0  Y n9-21c30/31o
A5I394                          0  0 o
A5I395                          4  0 o24-43i55-73o79-100i211-230o
A5I396                          0  0 o
A5I397                          6  0 i12-31o37-57i64-81o87-106i118-138o144-167i
A5I399                         11  0 o12-30i42-63o83-101i113-137o149-165i192-209o221-241i248-264o270-294i306-323o335-355i
A5I3A0                          5  0 i290-312o332-350i357-376o382-401i413-440o
A5I3A1                         10  0 i12-30o42-63i83-107o119-137i149-165o192-209i221-242o248-272i306-323o335-355i
A5I3A2                          0  Y n13-21c25/26o
A5I3A3                          9  0 o12-30i42-63o83-101i113-137o149-165i222-242o248-271i305-322o334-354i
A5I3A4                          0  0 o
A5I3A5                          0  0 i
A5I3A6                          0  0 o
A5I3A7                          0  0 o
A5I3A8                          0  0 o
A5I3A9                         11  Y n3-14c18/19o28-49i54-72o84-109i116-135o159-175i187-205o225-248i260-284o296-318i330-350o356-376i
A5I3B1                          3  0 i134-153o159-176i229-250o
A5I3B4                          0  0 o
A5I3B5                          0  0 o
A5I3B6                          8  0 i142-162o174-198i210-238o258-276i297-315o335-359i397-415o435-456i
A5I3B9                          0  0 o
A5I3C0                          0  0 o
A5I3C1                          0  0 o
A5I3C2                          0  0 o
A5I3C3                          0  0 o
A5I3C5                          1  Y n9-24c32/33o172-190i
A5I3C6                          0  0 o
A5I3C7                          0  0 o
A5I3C8                          0  0 i
A5I3C9                          0  0 o
A5I3D0                          0  0 o
A5I3D1                          9  Y n7-15c24/25o34-56i77-94o100-118i130-145o151-168i189-211o262-280i292-310o322-350i
A5I3D2                          0  0 o
A5I3D3                          1  0 o316-338i
A5I3D4                          0  0 o
A5I3D5                          0  0 o
A5I3D6                          0  Y n9-20c29/30o
A5I3D7                          0  0 o
A5I3D8                         10  0 i12-34o40-60i72-95o101-118i130-146o152-172i184-203o223-244i256-273o279-298i
A5I3D9                          0  0 o
A5I3E0                          0  0 o
A5I3E1                          4  0 o20-41i53-76o96-115i197-218o
A5I3E2                          0  Y n9-20c25/26o
A5I3E3                          0  0 o
A5I3E4                          0  0 o
A5I3E5                          0  0 o
A5I3E6                          0  0 o
A5I3E7                          0  0 i
A5I3E8                          0  0 o
A5I3E9                          0  0 i
A5I3F0                          0  0 o
A5I3F1                          0  0 o
A5I3F2                         12  0 i29-48o54-72i79-96o102-120i141-162o168-194i229-256o276-294i315-336o342-363i375-397o409-427i
A5I3F3                         12  0 i30-49o55-73i80-97o103-121i142-163o169-195i231-257o277-295i316-333o345-365i377-399o411-429i
A5I3F4                          0  0 o
A5I3F6                          1  0 o15-36i
A5I3F7                         12  0 i12-31o43-65i86-110o146-167i179-201o221-246i258-283o314-339i360-381o387-408i428-450o462-483i
A5I3F8                          0  0 o
A5I3F9                          0  0 o
A5I3G0                          0  0 o
A5I3G1                          1  0 i16-36o
A5I3G2                          0  Y n17-28c36/37o
A5I3G3                          0  0 i
A5I3G4                          0  0 o
A5I3G5                          0  0 o
A5I3G6                          0  0 o
A5I3G7                          1  0 i34-52o
A5I3G8                          0  0 o
A5I3G9                          0  0 i
A5I3H1                          0  0 o
A5I3H2                          0  0 o
A5I3H3                          0  0 o
A5I3H4                          0  0 o
A5I3H5                          0  0 o
A5I3H6                          0  0 o
A5I3H8                          0  0 i
A5I3H9                          0  0 o
A5I3I0                          0  0 o
A5I3I1                          0  0 i
A5I3I3                          6  0 o23-45i57-80o107-128i137-154o166-187i208-223o
A5I3I4                          0  0 o
A5I3I5                          6  0 i12-33o39-59i88-109o115-136i148-169o181-204i
A5I3I6                          0  0 o
A5I3I7                          0  0 o
A5I3I8                          0  0 o
A5I3I9                          0  0 o
A5I3J0                          0  0 i
A5I3J3                          0  0 o
A5I3J4                         12  0 i24-44o56-77i98-124o130-149i156-177o197-215i227-251o263-283i304-322o328-349i361-380o386-404i
A5I3J5                          0  0 i
A5I3J6                          0  0 o
A5I3J7                          0  0 o
A5I3J8                          0  0 o
A5I3J9                          5  0 i24-42o48-76i88-114o134-152i222-240o
A5I3K0                          6  0 i21-39o45-62i69-86o92-110i117-138o168-188i
A5I3K1                          0  0 o
A5I3K2                          0  0 o
A5I3K3                          0  0 o
A5I3K4                          0  0 o
A5I3K5                          0  0 o
A5I3K7                          0  0 o
A5I3K8                          1  0 o6-27i
A5I3K9                          0  0 i
A5I3L1                          0  0 o
A5I3L2                          0  0 i
A5I3L3                          0  0 i
A5I3L4                          0  0 o
A5I3L5                          0  0 o
A5I3L6                          0  0 o
A5I3L7                          0  0 o
A5I3L8                          0  0 o
A5I3L9                          0  0 o
A5I3M0                          0  0 o
A5I3M2                          0  0 o
A5I3M3                          0  0 o
A5I3M4                          0  0 o
A5I3M6                          0  Y n6-17c29/30o
A5I3M7                          0  0 o
A5I3M9                          0  0 o
A5I3N0                          0  0 o
A5I3N1                          0  0 o
A5I3N2                          0  0 o
A5I3N3                          0  0 o
A5I3N5                          0  0 o
A5I3N6                          0  0 o
A5I3N7                          0  0 o
A5I3P0                          0  0 o
A5I3P1                          0  Y n6-17c21/22o
A5I3P2                          0  0 o
A5I3P3                          0  0 i
A5I3P4                          0  0 o
A5I3P5                         10  0 i27-49o69-93i114-134o140-160i169-190o196-218i238-259o271-291i303-323o335-354i
A5I3P6                          0  0 o
A5I3P7                          0  0 o
A5I3P9                          0  0 o
A5I3Q0                          0  0 i
A5I3Q1                          0  0 o
A5I3Q2                          0  0 o
A5I3Q3                          0  0 i
A5I3Q4                          0  0 o
A5I3Q5                          1  0 i12-34o
A5I3Q6                          1  Y n8-23c28/29o864-884i
A5I3Q9                          6  0 i12-30o50-75i101-125o131-156i163-184o204-229i
A5I3R0                          7  0 i20-38o50-72i93-119o139-158i170-192o217-238i250-270o
A5I3R1                          0  0 o
A5I3R2                         10  0 i20-38o58-81i102-128o160-181i202-219o239-262i290-313o542-564i594-617o637-659i
A5I3R3                          0  0 o
A5I3R4                          4  0 i12-36o48-70i91-112o118-144i
A5I3R5                          1  0 i167-184o
A5I3R6                          0  0 o
A5I3R8                         10  0 i20-40o60-82i110-133o165-186i207-224o244-266i293-316o544-565i599-621o633-653i
A5I3R9                          0  0 o
A5I3S0                          0  0 o
A5I3S1                          0  0 o
A5I3S3                          0  0 o
A5I3S4                          0  0 o
A5I3S5                          0  0 o
A5I3S6                          3  0 o6-23i72-91o103-122i
A5I3S7                          2  0 i12-42o62-80i
A5I3S9                          1  0 o6-23i
A5I3T0                          4  0 o6-23i63-82o88-113i140-161o
A5I3T1                          0  0 o
A5I3T3                         12  0 i12-37o53-73i85-102o108-127i148-169o189-208i253-270o298-319i340-360o366-389i401-419o431-453i
A5I3T4                          0  0 o
A5I3T5                          0  0 o
A5I3T6                          0  Y n7-17c22/23o
A5I3T7                          0  0 o
A5I3T8                          0  0 o
A5I3T9                          1  0 o68-88i
A5I3U0                          0  0 o
A5I3U1                          0  0 o
A5I3U2                          0  0 o
A5I3U3                          0  0 i
A5I3U4                          0  0 o
A5I3U5                          0  0 o
A5I3U6                          0  0 o
A5I3U7                          0  0 o
A5I3U8                          3  0 o480-501i513-531o543-562i
A5I3U9                          0  0 o
A5I3V0                          0  0 o
A5I3V1                          1  0 o6-23i
A5I3V2                          1  0 o444-461i
A5I3V3                          0  0 o
A5I3V4                          0  0 o
A5I3V6                          0  0 o
A5I3V7                          0  0 o
A5I3V8                          1  0 i7-26o
A5I3V9                          0  0 o
A5I3W0                         12  0 i21-48o54-78i99-120o132-154i166-185o197-220i241-267o279-299i311-333o339-367i379-396o408-430i
A5I3W1                          5  0 i12-31o43-65i86-104o110-131i184-211o
A5I3W2                         12  0 i7-28o43-64i85-110o122-142i154-173o193-217i229-252o272-297i334-351o363-383i395-413o419-436i
A5I3W3                          0  0 o
A5I3W4                         10  0 i12-31o43-62i91-112o124-143i155-173o193-216i228-251o271-294i315-334o340-362i
A5I3W5                          0  0 o
A5I3W6                          0  0 o
A5I3W7                          0  0 o
A5I3W8                          0  0 o
A5I3W9                          0  0 o
A5I3X0                          0  0 o
A5I3X1                          0  0 i
A5I3X2                          0  0 o
A5I3X3                          0  0 o
A5I3X4                          0  0 o
A5I3X5                          0  0 o
A5I3X6                          0  0 o
A5I3X8                         13  0 i7-26o32-49i61-83o107-132i144-162o182-201i244-263o283-302i322-339o351-370i377-394o400-418i439-461o
A5I3Y0                          0  0 o
A5I3Y1                          0  0 o
A5I3Y2                          8  0 i21-46o58-79i100-125o131-148i169-188o194-212i217-237o269-288i
A5I3Y4                          0  0 o
A5I3Y5                          0  0 o
A5I3Y6                          0  0 o
A5I3Y7                          0  Y n10-22c27/28o
A5I3Y8                          0  0 o
A5I3Z1                          0  0 o
A5I3Z2                          0  0 o
A5I3Z3                          0  0 o
A5I3Z4                          0  0 o
A5I3Z5                          0  0 o
A5I3Z6                          0  0 i
A5I3Z7                          1  0 o16-36i
A5I3Z8                          3  Y n3-14c19/20o29-51i146-170o182-201i
A5I3Z9                          0  Y n4-15c23/24o
A5I400                          1  0 i14-35o
A5I401                          0  0 o
A5I402                         16  0 i37-56o62-82i94-115o121-141i214-232o238-264i285-303o337-354i361-386o392-410i422-442o454-474i508-531o537-556i576-597o609-632i
A5I404                          0  0 o
A5I405                          0  0 o
A5I406                          0  Y n4-14c22/23o
A5I407                          7  0 o23-41i189-209o229-254i275-300o306-324i336-356o362-383i
A5I408                          0  0 o
A5I409                          0  0 i
A5I410                          0  0 o
A5I411                          3  Y n8-20c25/26o35-56i63-81o108-127i
A5I412                          0  Y n25-32c40/41o
A5I413                          0  Y n4-12c17/18o
A5I414                          0  0 o
A5I415                         12  0 i9-29o41-64i85-102o129-146i158-181o201-217i238-260o291-311i346-365o371-394i415-435o441-462i
A5I416                          0  0 o
A5I417                          2  Y n6-16c24/25o34-52i64-82o
A5I418                          0  Y n16-27c31/32o
A5I419                          0  0 o
A5I420                          4  0 o6-25i37-54o74-96i108-129o
A5I422                          5  0 o12-29i41-62o68-88i95-117o129-154i
A5I423                          0  0 o
A5I424                          0  0 o
A5I425                          0  0 o
A5I428                          6  0 i12-29o35-51i58-80o86-103i115-141o147-173i
A5I429                          3  0 o27-47i59-80o86-108i
A5I430                          0  0 o
A5I431                          1  0 i12-30o
A5I432                          0  0 o
A5I433                         12  0 i12-37o57-75i84-102o108-132i144-169o189-208i250-269o289-312i333-353o365-382i394-412o432-450i
A5I434                          0  0 o
A5I435                          0  0 i
A5I436                          0  0 o
A5I437                          0  0 o
A5I438                          0  0 o
A5I439                          0  0 o
A5I440                          0  0 o
A5I441                          0  0 o
A5I442                          0  0 o
A5I443                          0  0 o
A5I444                          0  Y n8-21c26/27o
A5I447                          6  0 i20-41o61-79i143-161o167-184i251-273o279-296i
A5I448                          6  0 i21-47o59-92i141-157o163-180i249-270o276-300i
A5I449                          0  0 o
A5I450                          7  0 i15-34o46-72i93-115o135-156i163-182o188-207i219-239o
A5I451                          6  0 i15-33o53-73i99-125o137-159i166-184o224-242i
A5I452                          0  0 o
A5I453                          0  Y n4-15c19/20o
A5I455                          0  0 o
A5I456                          0  0 i
A5I457                          0  0 o
A5I459                          0  0 i
A5I460                          0  0 o
A5I461                          0  0 o
A5I462                          0  0 o
A5I463                          0  Y n13-23c28/29o
A5I464                         10  0 i12-31o64-81i93-112o118-135i142-160o166-192i204-224o355-377i398-414o420-440i
A5I465                          3  0 i7-28o34-58i70-95o
A5I466                          3  Y n8-16c20/21o36-62i104-120o146-164i
A5I467                          1  0 i81-108o
A5I468                          0  0 o
A5I469                         10  0 i12-30o42-64i85-104o116-139i151-167o187-207i219-241o261-282i303-323o335-357i
A5I470                          0  0 o
A5I471                          0  0 i
A5I472                          0  0 o
A5I473                          0  0 o
A5I474                          3  0 o76-95i107-129o149-182i
A5I477                          1  0 i112-138o
A5I478                          1  0 i114-139o
A5I479                          0  0 o
A5I482                          0  Y n7-18c23/24o
A5I483                          0  0 o
A5I484                          1  0 o34-53i
A5I485                          3  0 i44-61o81-98i110-127o
A5I486                          0  0 o
A5I487                          0  Y n4-14c18/19o
A5I488                          0  0 i
A5I489                          0  0 i
A5I490                          0  0 i
A5I491                          0  Y n6-16c21/22o
A5I492                          0  0 o
A5I493                          0  0 o
A5I494                          0  0 o
A5I495                          0  0 o
A5I497                          1  0 o61-78i
A5I499                          0  0 o
A5I4A0                          0  0 o
A5I4A1                          0  0 o
A5I4A2                          0  0 i
A5I4A3                          0  0 o
A5I4A4                          0  0 o
A5I4A5                          0  0 o
A5I4A6                          0  0 o
A5I4A7                          0  0 o
A5I4A8                          0  Y n10-20c24/25o
A5I4A9                          1  0 i79-99o
A5I4B0                          0  0 o
A5I4B1                          0  0 o
A5I4B2                          0  0 o
A5I4B3                          0  0 o
A5I4B4                          0  0 o
A5I4B5                          0  0 o
A5I4B6                          0  0 o
A5I4B7                          0  0 o
A5I4B8                          0  0 i
A5I4B9                          0  0 o
A5I4C0                          0  0 i
A5I4C1                          0  0 o
A5I4C2                          0  0 o
A5I4C3                          0  0 o
A5I4C4                          0  0 o
A5I4C5                          0  0 o
A5I4C6                          0  0 o
A5I4C7                          0  0 o
A5I4C8                          3  0 o14-33i45-64o70-91i
A5I4C9                          0  0 i
A5I4D0                          0  0 o
A5I4D1                          0  0 o
A5I4D2                          0  0 i
A5I4D3                          0  0 o
A5I4D4                          0  0 i
A5I4D5                          0  0 i
A5I4D6                          0  0 i
A5I4D8                          0  0 i
A5I4D9                          0  0 i
A5I4E0                          0  0 o
A5I4E1                          0  0 o
A5I4E2                          0  0 o
A5I4E3                          0  0 o
A5I4E4                          0  0 o
A5I4E5                          0  0 i
A5I4E6                          0  0 o
A5I4E7                          0  0 i
A5I4E8                          0  0 i
A5I4E9                          0  0 i
A5I4F0                          0  0 o
A5I4F1                          0  0 i
A5I4F2                          0  0 o
A5I4F3                          0  0 o
A5I4F4                          1  0 i40-65o
A5I4F5                          0  0 o
A5I4F6                          0  0 o
A5I4F7                          0  0 o
A5I4F8                          0  0 o
A5I4F9                          0  0 o
A5I4G0                          0  0 i
A5I4G1                          0  0 o
A5I4G2                          0  0 o
A5I4G3                          0  0 o
A5I4G4                          0  0 o
A5I4G5                          0  0 i
A5I4G6                          0  0 o
A5I4G7                          0  0 i
A5I4G8                          0  0 o
A5I4G9                          0  0 o
A5I4H1                          2  0 i12-40o46-67i
A5I4H2                          0  0 o
A5I4H4                          3  Y n4-11c15/16o39-61i73-93o99-116i
A5I4H5                          8  0 i21-39o89-110i122-153o165-192i204-223o345-365i377-393o399-422i
A5I4H6                          8  0 i19-36o42-61i82-105o111-144i156-175o207-225i232-249o269-286i
A5I4H7                          0  0 o
A5I4I3                          0  0 o
A5I4I5                          0  0 o
A5I4I6                          0  0 o
A5I4J1                          0  0 o
A5I4J4                          0  0 i
A5I4J5                          0  0 i
A5I4J8                          0  0 i
A5I4K3                          8  0 i12-28o34-53i65-87o150-170i196-218o224-251i258-278o290-318i
A5I4K4                          0  0 o
A5I4K5                          0  0 i
A5I4K6                          0  0 i
A5I4L1                          2  0 i12-33o39-58i
A5I4L6                          0  0 o
A5I4L7                          0  0 o
A5I4L8                          0  0 o
A5I4M6                          0  0 i
A5I4M8                          0  0 o
A5I4N1                          0  0 o
A5I4N5                          0  0 o
A5I4N9                          9  0 o6-25i37-59o79-98i105-126o132-150i170-201o207-225i237-255o261-280i
A5I4P0                          0  0 o
A5I4P1                          0  0 o
A5I4P2                          0  0 o
A5I4P3                          0  0 i
A5I4P4                          0  0 o
A5I4P5                          9  0 o6-26i38-61o81-101i108-126o138-159i171-193o208-226i238-258o264-285i
A5I4P8                          0  0 o
A5I4P9                          0  0 o
A5I4Q0                         11  Y n11-21c27/28o37-57i91-109o121-137i144-172o192-216i228-251o278-307i327-349o355-379i406-426o438-457i
A5I4Q1                          9  0 o6-26i38-61o81-101i108-127o133-151i171-202o208-226i238-258o264-284i
A5I4Q3                          0  0 o
A5I4Q4                          0  0 o
A5I4Q5                          0  0 o
A5I4Q6                          0  0 o
A5I4Q7                          0  0 o
A5I4Q8                          0  0 i
A5I4Q9                          0  0 o
A5I4R1                          0  0 o
A5I4R2                          5  0 i7-23o43-61i73-103o109-131i143-161o
A5I4R3                          4  Y n3-13c18/19o42-59i71-93o105-125i137-158o
A5I4R4                          0  0 o
A5I4R6                          0  0 o
A5I4R7                          0  0 o
A5I4R9                          8  0 i5-20o26-44i56-75o162-182i215-236o288-311i323-344o364-382i
A5I4S0                          0  0 o
A5I4S2                          0  0 o
A5I4S4                          0  0 o
A5I4S5                          0  0 o
A5I4S7                          0  0 i
A5I4S8                          2  0 i9-25o31-47i
A5I4T6                          3  0 o6-23i132-163o196-220i
A5I4U3                          0  0 o
A5I4U4                          0  0 o
A5I4U5                          0  0 o
A5I4U6                          0  0 o
A5I4U8                          0  0 o
A5I4V1                          0  0 o
A5I4V4                          6  0 i12-34o66-87i99-123o129-148i181-202o260-279i
A5I4W0                          0  Y n2-10c28/29o
A5I4W2                          0  0 o
A5I4W8                          4  0 o14-35i308-326o346-368i377-399o
A5I4W9                          0  0 i
A5I4X0                          0  0 o
A5I4X3                          0  0 o
A5I4X4                          0  0 o
A5I4X5                          0  0 i
A5I4X6                          0  0 o
A5I4X7                          2  0 i12-36o42-68i
A5I4X8                          0  0 o
A5I4X9                          0  0 o
A5I4Y0                          0  0 o
A5I4Y1                          0  0 o
A5I4Y4                          1  0 i12-28o
A5I4Y6                          0  0 o
A5I4Z2                          0  0 o
A5I4Z4                          0  0 o
A5I4Z6                          8  0 i12-31o37-56i68-90o165-186i207-230o242-263i270-289o301-334i
A5I4Z7                          0  0 i
A5I4Z8                          0  0 o
A5I500                          0  0 i
A5I501                          0  0 o
A5I503                         10  0 o6-27i39-57o69-88i100-119o125-146i158-184o190-210i222-242o248-269i276-301o
A5I504                          0  0 o
A5I505                          0  0 o
A5I507                         11  0 o15-38i59-87o93-114i144-163o175-197i209-226o238-258i297-319o349-373i385-405o411-430i
A5I508                         11  0 o14-37i58-87o93-114i144-163o175-197i209-229o235-258i297-319o348-373i385-405o411-430i
A5I509                          0  0 o
